施設名称	年度	最小年齢	最大年齢	入所可能人数	空き人数	指数	階層	備考	標準地域コード
大崎保育園	2016	4	4	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
大崎保育園	2016	5	5	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
北品川保育園	2016	0	0	""	7	40	D15	""	http://statdb.nstac.go.jp/lod/sac/C13109
北品川保育園	2016	1	1	""	3	41	D9	""	http://statdb.nstac.go.jp/lod/sac/C13109
北品川保育園	2016	2	2	""	2	40	D14	""	http://statdb.nstac.go.jp/lod/sac/C13109
北品川保育園	2016	3	3	""	2	40	D19	""	http://statdb.nstac.go.jp/lod/sac/C13109
北品川保育園	2016	4	4	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
北品川保育園	2016	5	5	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
北品川第二保育園	2016	0	0	""	9	40	D18	""	http://statdb.nstac.go.jp/lod/sac/C13109
北品川第二保育園	2016	1	1	""	4	40	D10	""	http://statdb.nstac.go.jp/lod/sac/C13109
北品川第二保育園	2016	2	2	""	6	40	D7	""	http://statdb.nstac.go.jp/lod/sac/C13109
北品川第二保育園	2016	3	3	""	5	40	D13	""	http://statdb.nstac.go.jp/lod/sac/C13109
北品川第二保育園	2016	4	4	""	2	41	D9	""	http://statdb.nstac.go.jp/lod/sac/C13109
北品川第二保育園	2016	5	5	""	5	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
源氏前保育園	2016	0	0	""	8	41	D19	""	http://statdb.nstac.go.jp/lod/sac/C13109
源氏前保育園	2016	1	1	""	6	40	D9	""	http://statdb.nstac.go.jp/lod/sac/C13109
源氏前保育園	2016	2	2	""	2	42	D9	""	http://statdb.nstac.go.jp/lod/sac/C13109
源氏前保育園	2016	3	3	""	2	40	D17	""	http://statdb.nstac.go.jp/lod/sac/C13109
源氏前保育園	2016	4	4	""	0	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
源氏前保育園	2016	5	5	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
五反田保育園	2016	0	0	""	12	40	D12	""	http://statdb.nstac.go.jp/lod/sac/C13109
五反田保育園	2016	1	1	""	4	43	D18	""	http://statdb.nstac.go.jp/lod/sac/C13109
五反田保育園	2016	2	2	""	1	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
五反田保育園	2016	3	3	""	1	43	D23	""	http://statdb.nstac.go.jp/lod/sac/C13109
五反田保育園	2016	4	4	""	0	41	D21	""	http://statdb.nstac.go.jp/lod/sac/C13109
五反田保育園	2016	5	5	""	0	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
五反田第二保育園	2016	0	0	""	6	43	D21	""	http://statdb.nstac.go.jp/lod/sac/C13109
五反田第二保育園	2016	1	1	""	6	43	D10	""	http://statdb.nstac.go.jp/lod/sac/C13109
五反田第二保育園	2016	2	2	""	3	45	D21	""	http://statdb.nstac.go.jp/lod/sac/C13109
五反田第二保育園	2016	3	3	""	2	45	D19	""	http://statdb.nstac.go.jp/lod/sac/C13109
五反田第二保育園	2016	4	4	""	""	""	""	""	http://statdb.nstac.go.jp/lod/sac/C13109
五反田第二保育園	2016	5	5	""	""	""	""	""	http://statdb.nstac.go.jp/lod/sac/C13109
小山台保育園	2016	0	0	""	7	40	D3	""	http://statdb.nstac.go.jp/lod/sac/C13109
小山台保育園	2016	1	1	""	6	42	D18	""	http://statdb.nstac.go.jp/lod/sac/C13109
小山台保育園	2016	2	2	""	1	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
小山台保育園	2016	3	3	""	1	39	D9	""	http://statdb.nstac.go.jp/lod/sac/C13109
小山台保育園	2016	4	4	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
小山台保育園	2016	5	5	""	0	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
品川保育園	2016	0	0	""	7	41	D23	""	http://statdb.nstac.go.jp/lod/sac/C13109
品川保育園	2016	1	1	""	14	42	D13	""	http://statdb.nstac.go.jp/lod/sac/C13109
品川保育園	2016	2	2	""	2	42	D18	""	http://statdb.nstac.go.jp/lod/sac/C13109
品川保育園	2016	3	3	""	0	42	D17	""	http://statdb.nstac.go.jp/lod/sac/C13109
品川保育園	2016	4	4	""	0	41	D18	""	http://statdb.nstac.go.jp/lod/sac/C13109
品川保育園	2016	5	5	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
清水台保育園	2016	0	0	""	7	41	D21	""	http://statdb.nstac.go.jp/lod/sac/C13109
清水台保育園	2016	1	1	""	4	43	D11	""	http://statdb.nstac.go.jp/lod/sac/C13109
清水台保育園	2016	2	2	""	4	42	C	""	http://statdb.nstac.go.jp/lod/sac/C13109
清水台保育園	2016	3	3	""	2	42	D13	""	http://statdb.nstac.go.jp/lod/sac/C13109
清水台保育園	2016	4	4	""	0	40	D21	""	http://statdb.nstac.go.jp/lod/sac/C13109
清水台保育園	2016	5	5	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
水神保育園	2016	0	0	""	7	40	D11	""	http://statdb.nstac.go.jp/lod/sac/C13109
水神保育園	2016	1	1	""	7	40	D15	""	http://statdb.nstac.go.jp/lod/sac/C13109
水神保育園	2016	2	2	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
水神保育園	2016	3	3	""	2	43	D3	""	http://statdb.nstac.go.jp/lod/sac/C13109
水神保育園	2016	4	4	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
水神保育園	2016	5	5	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
滝王子保育園	2016	0	0	""	""	""	""	""	http://statdb.nstac.go.jp/lod/sac/C13109
滝王子保育園	2016	1	1	""	11	40	D12	""	http://statdb.nstac.go.jp/lod/sac/C13109
滝王子保育園	2016	2	2	""	2	42	D13	""	http://statdb.nstac.go.jp/lod/sac/C13109
滝王子保育園	2016	3	3	""	2	40	D18	""	http://statdb.nstac.go.jp/lod/sac/C13109
滝王子保育園	2016	4	4	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
滝王子保育園	2016	5	5	""	0	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
台場保育園	2016	0	0	""	9	40	D16	""	http://statdb.nstac.go.jp/lod/sac/C13109
台場保育園	2016	1	1	""	11	40	D22	""	http://statdb.nstac.go.jp/lod/sac/C13109
台場保育園	2016	2	2	""	2	41	D5	""	http://statdb.nstac.go.jp/lod/sac/C13109
台場保育園	2016	3	3	""	2	41	D5	""	http://statdb.nstac.go.jp/lod/sac/C13109
台場保育園	2016	4	4	""	0	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
台場保育園	2016	5	5	""	11	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
中延保育園	2016	0	0	""	11	40	D12	""	http://statdb.nstac.go.jp/lod/sac/C13109
中延保育園	2016	1	1	""	7	43	D17	""	http://statdb.nstac.go.jp/lod/sac/C13109
中延保育園	2016	2	2	""	2	42	D4	""	http://statdb.nstac.go.jp/lod/sac/C13109
中延保育園	2016	3	3	""	2	40	D1	""	http://statdb.nstac.go.jp/lod/sac/C13109
中延保育園	2016	4	4	""	0	36	D4	""	http://statdb.nstac.go.jp/lod/sac/C13109
中延保育園	2016	5	5	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
中原保育園	2016	0	0	""	8	40	D11	""	http://statdb.nstac.go.jp/lod/sac/C13109
中原保育園	2016	1	1	""	6	43	D18	""	http://statdb.nstac.go.jp/lod/sac/C13109
中原保育園	2016	2	2	""	0	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
中原保育園	2016	3	3	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
中原保育園	2016	4	4	""	0	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
中原保育園	2016	5	5	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
西大井保育園	2016	0	0	""	10	40	D15	""	http://statdb.nstac.go.jp/lod/sac/C13109
西大井保育園	2016	1	1	""	5	42	D9	""	http://statdb.nstac.go.jp/lod/sac/C13109
西大井保育園	2016	2	2	""	0	42	D17	""	http://statdb.nstac.go.jp/lod/sac/C13109
西大井保育園	2016	3	3	""	1	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
西大井保育園	2016	4	4	""	0	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
西大井保育園	2016	5	5	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
西五反田保育園	2016	0	0	""	6	40	D14	""	http://statdb.nstac.go.jp/lod/sac/C13109
西五反田保育園	2016	1	1	""	3	42	D11	""	http://statdb.nstac.go.jp/lod/sac/C13109
西五反田保育園	2016	2	2	""	2	42	D11	""	http://statdb.nstac.go.jp/lod/sac/C13109
西五反田保育園	2016	3	3	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
西五反田保育園	2016	4	4	""	1	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
西五反田保育園	2016	5	5	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
西五反田第二保育園	2016	0	0	""	12	40	D13	""	http://statdb.nstac.go.jp/lod/sac/C13109
西五反田第二保育園	2016	1	1	""	7	42	D5	""	http://statdb.nstac.go.jp/lod/sac/C13109
西五反田第二保育園	2016	2	2	""	3	43	C	""	http://statdb.nstac.go.jp/lod/sac/C13109
西五反田第二保育園	2016	3	3	""	2	39	C	""	http://statdb.nstac.go.jp/lod/sac/C13109
西五反田第二保育園	2016	4	4	""	0	34	D15	""	http://statdb.nstac.go.jp/lod/sac/C13109
西五反田第二保育園	2016	5	5	""	0	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
西品川保育園	2016	0	0	""	11	40	D13	""	http://statdb.nstac.go.jp/lod/sac/C13109
西品川保育園	2016	1	1	""	9	40	D12	""	http://statdb.nstac.go.jp/lod/sac/C13109
西品川保育園	2016	2	2	""	1	42	D13	""	http://statdb.nstac.go.jp/lod/sac/C13109
西品川保育園	2016	3	3	""	1	41	D12	""	http://statdb.nstac.go.jp/lod/sac/C13109
西品川保育園	2016	4	4	""	1	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
西品川保育園	2016	5	5	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
西中延保育園	2016	0	0	""	""	""	""	""	http://statdb.nstac.go.jp/lod/sac/C13109
西中延保育園	2016	1	1	""	14	41	D18	""	http://statdb.nstac.go.jp/lod/sac/C13109
西中延保育園	2016	2	2	""	1	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
西中延保育園	2016	3	3	""	2	41	D18	""	http://statdb.nstac.go.jp/lod/sac/C13109
西中延保育園	2016	4	4	""	0	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
西中延保育園	2016	5	5	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
旗の台保育園	2016	0	0	""	10	40	D12	""	http://statdb.nstac.go.jp/lod/sac/C13109
旗の台保育園	2016	1	1	""	5	46	D21	""	http://statdb.nstac.go.jp/lod/sac/C13109
旗の台保育園	2016	2	2	""	1	43	D9	""	http://statdb.nstac.go.jp/lod/sac/C13109
旗の台保育園	2016	3	3	""	1	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
旗の台保育園	2016	4	4	""	0	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
旗の台保育園	2016	5	5	""	0	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
東大井保育園	2016	0	0	""	7	40	D13	""	http://statdb.nstac.go.jp/lod/sac/C13109
東大井保育園	2016	1	1	""	5	41	D19	""	http://statdb.nstac.go.jp/lod/sac/C13109
東大井保育園	2016	2	2	""	2	42	D11	""	http://statdb.nstac.go.jp/lod/sac/C13109
東大井保育園	2016	3	3	""	1	39	D3	""	http://statdb.nstac.go.jp/lod/sac/C13109
東大井保育園	2016	4	4	""	0	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
東大井保育園	2016	5	5	""	1	33	C	""	http://statdb.nstac.go.jp/lod/sac/C13109
東五反田保育園	2016	0	0	""	6	42	D15	""	http://statdb.nstac.go.jp/lod/sac/C13109
東五反田保育園	2016	1	1	""	2	43	D11	""	http://statdb.nstac.go.jp/lod/sac/C13109
東五反田保育園	2016	2	2	""	1	42	D16	""	http://statdb.nstac.go.jp/lod/sac/C13109
東五反田保育園	2016	3	3	""	2	41	D21	""	http://statdb.nstac.go.jp/lod/sac/C13109
東五反田保育園	2016	4	4	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
東五反田保育園	2016	5	5	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
東品川保育園	2016	0	0	""	6	40	D16	""	http://statdb.nstac.go.jp/lod/sac/C13109
東品川保育園	2016	1	1	""	8	40	D15	""	http://statdb.nstac.go.jp/lod/sac/C13109
東品川保育園	2016	2	2	""	3	38	D6	""	http://statdb.nstac.go.jp/lod/sac/C13109
東品川保育園	2016	3	3	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
東品川保育園	2016	4	4	""	0	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
東品川保育園	2016	5	5	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
東中延保育園	2016	0	0	""	""	""	""	""	http://statdb.nstac.go.jp/lod/sac/C13109
東中延保育園	2016	1	1	""	14	40	D8	""	http://statdb.nstac.go.jp/lod/sac/C13109
東中延保育園	2016	2	2	""	2	42	D9	""	http://statdb.nstac.go.jp/lod/sac/C13109
東中延保育園	2016	3	3	""	3	40	D10	""	http://statdb.nstac.go.jp/lod/sac/C13109
東中延保育園	2016	4	4	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
東中延保育園	2016	5	5	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
平塚保育園	2016	0	0	""	6	41	D10	""	http://statdb.nstac.go.jp/lod/sac/C13109
平塚保育園	2016	1	1	""	8	40	D6	""	http://statdb.nstac.go.jp/lod/sac/C13109
平塚保育園	2016	2	2	""	1	45	D7	""	http://statdb.nstac.go.jp/lod/sac/C13109
平塚保育園	2016	3	3	""	1	41	D13	""	http://statdb.nstac.go.jp/lod/sac/C13109
平塚保育園	2016	4	4	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
平塚保育園	2016	5	5	""	0	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
冨士見台保育園	2016	0	0	""	9	40	D14	""	http://statdb.nstac.go.jp/lod/sac/C13109
冨士見台保育園	2016	1	1	""	5	40	D11	""	http://statdb.nstac.go.jp/lod/sac/C13109
冨士見台保育園	2016	2	2	""	3	41	D10	""	http://statdb.nstac.go.jp/lod/sac/C13109
冨士見台保育園	2016	3	3	""	1	41	D4	""	http://statdb.nstac.go.jp/lod/sac/C13109
冨士見台保育園	2016	4	4	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
冨士見台保育園	2016	5	5	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
二葉保育園	2016	0	0	""	6	40	D17	""	http://statdb.nstac.go.jp/lod/sac/C13109
二葉保育園	2016	1	1	""	1	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
二葉保育園	2016	2	2	""	1	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
二葉保育園	2016	3	3	""	2	42	D18	""	http://statdb.nstac.go.jp/lod/sac/C13109
二葉保育園	2016	4	4	""	0	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
二葉保育園	2016	5	5	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
二葉つぼみ保育園	2016	0	0	""	9	40	D18	""	http://statdb.nstac.go.jp/lod/sac/C13109
二葉つぼみ保育園	2016	1	1	""	8	41	D18	""	http://statdb.nstac.go.jp/lod/sac/C13109
二葉つぼみ保育園	2016	2	2	""	2	42	D15	""	http://statdb.nstac.go.jp/lod/sac/C13109
二葉つぼみ保育園	2016	3	3	""	2	40	D21	""	http://statdb.nstac.go.jp/lod/sac/C13109
二葉つぼみ保育園	2016	4	4	""	""	""	""	""	http://statdb.nstac.go.jp/lod/sac/C13109
二葉つぼみ保育園	2016	5	5	""	""	""	""	""	http://statdb.nstac.go.jp/lod/sac/C13109
三ツ木保育園	2016	0	0	""	""	""	""	""	http://statdb.nstac.go.jp/lod/sac/C13109
三ツ木保育園	2016	1	1	""	13	40	D19	""	http://statdb.nstac.go.jp/lod/sac/C13109
三ツ木保育園	2016	2	2	""	2	42	D21	""	http://statdb.nstac.go.jp/lod/sac/C13109
三ツ木保育園	2016	3	3	""	2	38	C	""	http://statdb.nstac.go.jp/lod/sac/C13109
三ツ木保育園	2016	4	4	""	0	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
三ツ木保育園	2016	5	5	""	1	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
南大井保育園	2016	0	0	""	5	40	D11	""	http://statdb.nstac.go.jp/lod/sac/C13109
南大井保育園	2016	1	1	""	6	40	D10	""	http://statdb.nstac.go.jp/lod/sac/C13109
南大井保育園	2016	2	2	""	3	42	D22	""	http://statdb.nstac.go.jp/lod/sac/C13109
南大井保育園	2016	3	3	""	1	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
南大井保育園	2016	4	4	""	0	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
南大井保育園	2016	5	5	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
南ゆたか保育園	2016	0	0	""	7	40	D14	""	http://statdb.nstac.go.jp/lod/sac/C13109
南ゆたか保育園	2016	1	1	""	8	40	D11	""	http://statdb.nstac.go.jp/lod/sac/C13109
南ゆたか保育園	2016	2	2	""	1	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
南ゆたか保育園	2016	3	3	""	2	41	D4	""	http://statdb.nstac.go.jp/lod/sac/C13109
南ゆたか保育園	2016	4	4	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
南ゆたか保育園	2016	5	5	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
八潮北保育園	2016	0	0	""	5	37	D8	""	http://statdb.nstac.go.jp/lod/sac/C13109
八潮北保育園	2016	1	1	""	9	37	D9	""	http://statdb.nstac.go.jp/lod/sac/C13109
八潮北保育園	2016	2	2	""	1	37	C	""	http://statdb.nstac.go.jp/lod/sac/C13109
八潮北保育園	2016	3	3	""	1	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
八潮北保育園	2016	4	4	""	0	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
八潮北保育園	2016	5	5	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
八潮西保育園	2016	0	0	""	5	38	D10	""	http://statdb.nstac.go.jp/lod/sac/C13109
八潮西保育園	2016	1	1	""	5	40	D18	""	http://statdb.nstac.go.jp/lod/sac/C13109
八潮西保育園	2016	2	2	""	7	28	D8	""	http://statdb.nstac.go.jp/lod/sac/C13109
八潮西保育園	2016	3	3	""	0	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
八潮西保育園	2016	4	4	""	0	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
八潮西保育園	2016	5	5	""	0	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
八潮南保育園	2016	0	0	""	5	37	D5	""	http://statdb.nstac.go.jp/lod/sac/C13109
八潮南保育園	2016	1	1	""	8	40	D22	""	http://statdb.nstac.go.jp/lod/sac/C13109
八潮南保育園	2016	2	2	""	2	30	D5	""	http://statdb.nstac.go.jp/lod/sac/C13109
八潮南保育園	2016	3	3	""	0	25	D8	""	http://statdb.nstac.go.jp/lod/sac/C13109
八潮南保育園	2016	4	4	""	0	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
八潮南保育園	2016	5	5	""	0	38	D7	""	http://statdb.nstac.go.jp/lod/sac/C13109
八ツ山保育園	2016	0	0	""	""	""	""	""	http://statdb.nstac.go.jp/lod/sac/C13109
八ツ山保育園	2016	1	1	""	7	40	D21	""	http://statdb.nstac.go.jp/lod/sac/C13109
八ツ山保育園	2016	2	2	""	0	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
八ツ山保育園	2016	3	3	""	2	29	D5	""	http://statdb.nstac.go.jp/lod/sac/C13109
八ツ山保育園	2016	4	4	""	0	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
八ツ山保育園	2016	5	5	""	3	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
ゆたか保育園	2016	0	0	""	""	""	""	""	http://statdb.nstac.go.jp/lod/sac/C13109
ゆたか保育園	2016	1	1	""	9	40	D12	""	http://statdb.nstac.go.jp/lod/sac/C13109
ゆたか保育園	2016	2	2	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
ゆたか保育園	2016	3	3	""	7	40	D19	""	http://statdb.nstac.go.jp/lod/sac/C13109
ゆたか保育園	2016	4	4	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
ゆたか保育園	2016	5	5	""	1	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
ひろまち保育園	2016	0	0	""	""	""	""	""	http://statdb.nstac.go.jp/lod/sac/C13109
ひろまち保育園	2016	1	1	""	48	40	D15	""	http://statdb.nstac.go.jp/lod/sac/C13109
ひろまち保育園	2016	2	2	""	54	38	D1	""	http://statdb.nstac.go.jp/lod/sac/C13109
ひろまち保育園	2016	3	3	""	66	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
ひろまち保育園	2016	4	4	""	66	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
ひろまち保育園	2016	5	5	""	66	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
ぷりすくーる保育園	2016	0	0	""	12	40	D10	""	http://statdb.nstac.go.jp/lod/sac/C13109
ぷりすくーる保育園	2016	1	1	""	4	43	D13	""	http://statdb.nstac.go.jp/lod/sac/C13109
ぷりすくーる保育園	2016	2	2	""	2	43	D3	""	http://statdb.nstac.go.jp/lod/sac/C13109
ぷりすくーる保育園	2016	3	3	""	""	""	""	""	http://statdb.nstac.go.jp/lod/sac/C13109
ぷりすくーる保育園	2016	4	4	""	""	""	""	""	http://statdb.nstac.go.jp/lod/sac/C13109
