施設名称	年度	最小年齢	最大年齢	入所可能人数	空き人数	指数	階層	備考	標準地域コード
ぷりすくーる保育園	2016	5	5	""	""	""	""	""	http://statdb.nstac.go.jp/lod/sac/C13109
あいのもり保育園	2016	0	0	""	6	40	D15	""	http://statdb.nstac.go.jp/lod/sac/C13109
あいのもり保育園	2016	1	1	""	4	42	D19	""	http://statdb.nstac.go.jp/lod/sac/C13109
あいのもり保育園	2016	2	2	""	1	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
あいのもり保育園	2016	3	3	""	1	46	D18	""	http://statdb.nstac.go.jp/lod/sac/C13109
あいのもり保育園	2016	4	4	""	1	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
あいのもり保育園	2016	5	5	""	1	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
アスク南大井保育園	2016	0	0	""	6	40	D14	""	http://statdb.nstac.go.jp/lod/sac/C13109
アスク南大井保育園	2016	1	1	""	9	40	D9	""	http://statdb.nstac.go.jp/lod/sac/C13109
アスク南大井保育園	2016	2	2	""	3	42	D9	""	http://statdb.nstac.go.jp/lod/sac/C13109
アスク南大井保育園	2016	3	3	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
アスク南大井保育園	2016	4	4	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
アスク南大井保育園	2016	5	5	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
アンジェリカはまかわ保育園	2016	0	0	""	9	43	D7	""	http://statdb.nstac.go.jp/lod/sac/C13109
アンジェリカはまかわ保育園	2016	1	1	""	4	43	D19	""	http://statdb.nstac.go.jp/lod/sac/C13109
アンジェリカはまかわ保育園	2016	2	2	""	2	42	D12	""	http://statdb.nstac.go.jp/lod/sac/C13109
アンジェリカはまかわ保育園	2016	3	3	""	2	42	D15	""	http://statdb.nstac.go.jp/lod/sac/C13109
アンジェリカはまかわ保育園	2016	4	4	""	1	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
アンジェリカはまかわ保育園	2016	5	5	""	0	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
アンジェリカ東品川保育園	2016	0	0	""	9	41	D24	""	http://statdb.nstac.go.jp/lod/sac/C13109
アンジェリカ東品川保育園	2016	1	1	""	4	43	D18	""	http://statdb.nstac.go.jp/lod/sac/C13109
アンジェリカ東品川保育園	2016	2	2	""	2	45	C	""	http://statdb.nstac.go.jp/lod/sac/C13109
アンジェリカ東品川保育園	2016	3	3	""	2	41	D16	""	http://statdb.nstac.go.jp/lod/sac/C13109
アンジェリカ東品川保育園	2016	4	4	""	1	41	D10	""	http://statdb.nstac.go.jp/lod/sac/C13109
アンジェリカ東品川保育園	2016	5	5	""	0	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
石井保育園	2016	0	0	""	13	40	D14	""	http://statdb.nstac.go.jp/lod/sac/C13109
石井保育園	2016	1	1	""	1	43	D10	""	http://statdb.nstac.go.jp/lod/sac/C13109
石井保育園	2016	2	2	""	1	42	D10	""	http://statdb.nstac.go.jp/lod/sac/C13109
石井保育園	2016	3	3	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
石井保育園	2016	4	4	""	0	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
石井保育園	2016	5	5	""	0	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
ウィズブック保育園武蔵小山保育園	2016	0	0	""	""	""	""	""	http://statdb.nstac.go.jp/lod/sac/C13109
ウィズブック保育園武蔵小山保育園	2016	1	1	""	12	43	D22	""	http://statdb.nstac.go.jp/lod/sac/C13109
ウィズブック保育園武蔵小山保育園	2016	2	2	""	12	42	D17	""	http://statdb.nstac.go.jp/lod/sac/C13109
ウィズブック保育園武蔵小山保育園	2016	3	3	""	12	41	D21	""	http://statdb.nstac.go.jp/lod/sac/C13109
ウィズブック保育園武蔵小山保育園	2016	4	4	""	12	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
ウィズブック保育園武蔵小山保育園	2016	5	5	""	12	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
大井町のぞみ保育園	2016	0	0	""	9	40	D18	""	http://statdb.nstac.go.jp/lod/sac/C13109
大井町のぞみ保育園	2016	1	1	""	1	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
大井町のぞみ保育園	2016	2	2	""	0	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
大井町のぞみ保育園	2016	3	3	""	0	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
大井町のぞみ保育園	2016	4	4	""	0	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
大井町のぞみ保育園	2016	5	5	""	4	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
大崎ひまわり保育園	2016	0	0	""	6	40	D16	""	http://statdb.nstac.go.jp/lod/sac/C13109
大崎ひまわり保育園	2016	1	1	""	4	43	D25	""	http://statdb.nstac.go.jp/lod/sac/C13109
大崎ひまわり保育園	2016	2	2	""	2	42	D23	""	http://statdb.nstac.go.jp/lod/sac/C13109
大崎ひまわり保育園	2016	3	3	""	2	36	D7	""	http://statdb.nstac.go.jp/lod/sac/C13109
大崎ひまわり保育園	2016	4	4	""	0	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
大崎ひまわり保育園	2016	5	5	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
大空と大地のなーさりぃ大森駅前園保育園	2016	0	0	""	9	40	D14	""	http://statdb.nstac.go.jp/lod/sac/C13109
大空と大地のなーさりぃ大森駅前園保育園	2016	1	1	""	11	40	D14	""	http://statdb.nstac.go.jp/lod/sac/C13109
大空と大地のなーさりぃ大森駅前園保育園	2016	2	2	""	12	39	D10	""	http://statdb.nstac.go.jp/lod/sac/C13109
大空と大地のなーさりぃ大森駅前園保育園	2016	3	3	""	16	32	D2	""	http://statdb.nstac.go.jp/lod/sac/C13109
大空と大地のなーさりぃ大森駅前園保育園	2016	4	4	""	16	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
大空と大地のなーさりぃ大森駅前園保育園	2016	5	5	""	16	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
学研こども園保育園	2016	0	0	""	4	43	D14	""	http://statdb.nstac.go.jp/lod/sac/C13109
学研こども園保育園	2016	1	1	""	6	43	D15	""	http://statdb.nstac.go.jp/lod/sac/C13109
学研こども園保育園	2016	2	2	""	2	42	D16	""	http://statdb.nstac.go.jp/lod/sac/C13109
学研こども園保育園	2016	3	3	""	0	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
学研こども園保育園	2016	4	4	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
学研こども園保育園	2016	5	5	""	0	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
きたしながわさくらさく保育園	2016	0	0	""	""	""	""	""	http://statdb.nstac.go.jp/lod/sac/C13109
きたしながわさくらさく保育園	2016	1	1	""	12	40	D14	""	http://statdb.nstac.go.jp/lod/sac/C13109
きたしながわさくらさく保育園	2016	2	2	""	12	37	D4	""	http://statdb.nstac.go.jp/lod/sac/C13109
きたしながわさくらさく保育園	2016	3	3	""	13	29	D5	""	http://statdb.nstac.go.jp/lod/sac/C13109
きたしながわさくらさく保育園	2016	4	4	""	13	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
きたしながわさくらさく保育園	2016	5	5	""	13	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
キッズガーデン品川上大崎保育園	2016	0	0	""	14	40	D19	""	http://statdb.nstac.go.jp/lod/sac/C13109
キッズガーデン品川上大崎保育園	2016	1	1	""	4	43	D21	""	http://statdb.nstac.go.jp/lod/sac/C13109
キッズガーデン品川上大崎保育園	2016	2	2	""	0	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
キッズガーデン品川上大崎保育園	2016	3	3	""	1	41	D22	""	http://statdb.nstac.go.jp/lod/sac/C13109
キッズガーデン品川上大崎保育園	2016	4	4	""	0	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
キッズガーデン品川上大崎保育園	2016	5	5	""	14	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
キッズタウンにしおおい保育園	2016	0	0	""	12	40	D11	""	http://statdb.nstac.go.jp/lod/sac/C13109
キッズタウンにしおおい保育園	2016	1	1	""	1	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
キッズタウンにしおおい保育園	2016	2	2	""	10	42	D11	""	http://statdb.nstac.go.jp/lod/sac/C13109
キッズタウンにしおおい保育園	2016	3	3	""	1	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
キッズタウンにしおおい保育園	2016	4	4	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
キッズタウンにしおおい保育園	2016	5	5	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
くりのき保育園	2016	0	0	""	5	40	D9	""	http://statdb.nstac.go.jp/lod/sac/C13109
くりのき保育園	2016	1	1	""	9	41	D11	""	http://statdb.nstac.go.jp/lod/sac/C13109
くりのき保育園	2016	2	2	""	2	42	D17	""	http://statdb.nstac.go.jp/lod/sac/C13109
くりのき保育園	2016	3	3	""	2	42	D10	""	http://statdb.nstac.go.jp/lod/sac/C13109
くりのき保育園	2016	4	4	""	7	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
くりのき保育園	2016	5	5	""	10	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
グローバルキッズ荏原町保育園	2016	0	0	""	9	40	D13	""	http://statdb.nstac.go.jp/lod/sac/C13109
グローバルキッズ荏原町保育園	2016	1	1	""	5	41	D12	""	http://statdb.nstac.go.jp/lod/sac/C13109
グローバルキッズ荏原町保育園	2016	2	2	""	2	42	D11	""	http://statdb.nstac.go.jp/lod/sac/C13109
グローバルキッズ荏原町保育園	2016	3	3	""	1	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
グローバルキッズ荏原町保育園	2016	4	4	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
グローバルキッズ荏原町保育園	2016	5	5	""	0	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
グローバルキッズ大崎園保育園	2016	0	0	""	6	40	D13	""	http://statdb.nstac.go.jp/lod/sac/C13109
グローバルキッズ大崎園保育園	2016	1	1	""	4	42	D21	""	http://statdb.nstac.go.jp/lod/sac/C13109
グローバルキッズ大崎園保育園	2016	2	2	""	1	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
グローバルキッズ大崎園保育園	2016	3	3	""	2	38	D18	""	http://statdb.nstac.go.jp/lod/sac/C13109
グローバルキッズ大崎園保育園	2016	4	4	""	0	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
グローバルキッズ大崎園保育園	2016	5	5	""	1	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
グローバルキッズ戸越園保育園	2016	0	0	""	6	40	D11	""	http://statdb.nstac.go.jp/lod/sac/C13109
グローバルキッズ戸越園保育園	2016	1	1	""	4	40	D6	""	http://statdb.nstac.go.jp/lod/sac/C13109
グローバルキッズ戸越園保育園	2016	2	2	""	1	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
グローバルキッズ戸越園保育園	2016	3	3	""	0	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
グローバルキッズ戸越園保育園	2016	4	4	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
グローバルキッズ戸越園保育園	2016	5	5	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
グローバルキッズ中延園保育園	2016	0	0	""	6	40	D10	""	http://statdb.nstac.go.jp/lod/sac/C13109
グローバルキッズ中延園保育園	2016	1	1	""	4	40	D10	""	http://statdb.nstac.go.jp/lod/sac/C13109
グローバルキッズ中延園保育園	2016	2	2	""	1	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
グローバルキッズ中延園保育園	2016	3	3	""	0	41	D15	""	http://statdb.nstac.go.jp/lod/sac/C13109
グローバルキッズ中延園保育園	2016	4	4	""	0	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
グローバルキッズ中延園保育園	2016	5	5	""	0	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
グローバルキッズ西大井園保育園	2016	0	0	""	6	40	D12	""	http://statdb.nstac.go.jp/lod/sac/C13109
グローバルキッズ西大井園保育園	2016	1	1	""	8	40	D9	""	http://statdb.nstac.go.jp/lod/sac/C13109
グローバルキッズ西大井園保育園	2016	2	2	""	1	42	D21	""	http://statdb.nstac.go.jp/lod/sac/C13109
グローバルキッズ西大井園保育園	2016	3	3	""	2	41	D21	""	http://statdb.nstac.go.jp/lod/sac/C13109
グローバルキッズ西大井園保育園	2016	4	4	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
グローバルキッズ西大井園保育園	2016	5	5	""	3	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
ココファンナーサリー大崎保育園	2016	0	0	""	9	41	D22	""	http://statdb.nstac.go.jp/lod/sac/C13109
ココファンナーサリー大崎保育園	2016	1	1	""	3	43	D8	""	http://statdb.nstac.go.jp/lod/sac/C13109
ココファンナーサリー大崎保育園	2016	2	2	""	3	43	D25	""	http://statdb.nstac.go.jp/lod/sac/C13109
ココファンナーサリー大崎保育園	2016	3	3	""	3	42	D25	""	http://statdb.nstac.go.jp/lod/sac/C13109
ココファンナーサリー大崎保育園	2016	4	4	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
ココファンナーサリー大崎保育園	2016	5	5	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
太陽の子南品川保育園	2016	0	0	""	6	40	D13	""	http://statdb.nstac.go.jp/lod/sac/C13109
太陽の子南品川保育園	2016	1	1	""	6	40	D9	""	http://statdb.nstac.go.jp/lod/sac/C13109
太陽の子南品川保育園	2016	2	2	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
太陽の子南品川保育園	2016	3	3	""	4	41	D10	""	http://statdb.nstac.go.jp/lod/sac/C13109
太陽の子南品川保育園	2016	4	4	""	1	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
太陽の子南品川保育園	2016	5	5	""	13	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
宝保育園	2016	0	0	""	9	40	D15	""	http://statdb.nstac.go.jp/lod/sac/C13109
宝保育園	2016	1	1	""	4	43	D20	""	http://statdb.nstac.go.jp/lod/sac/C13109
宝保育園	2016	2	2	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
宝保育園	2016	3	3	""	2	40	D16	""	http://statdb.nstac.go.jp/lod/sac/C13109
宝保育園	2016	4	4	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
宝保育園	2016	5	5	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
ＴＫチルドレンズファーム上大崎校保育園	2016	0	0	""	""	""	""	""	http://statdb.nstac.go.jp/lod/sac/C13109
ＴＫチルドレンズファーム上大崎校保育園	2016	1	1	""	10	42	D20	""	http://statdb.nstac.go.jp/lod/sac/C13109
ＴＫチルドレンズファーム上大崎校保育園	2016	2	2	""	1	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
ＴＫチルドレンズファーム上大崎校保育園	2016	3	3	""	2	40	D13	""	http://statdb.nstac.go.jp/lod/sac/C13109
ＴＫチルドレンズファーム上大崎校保育園	2016	4	4	""	0	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
ＴＫチルドレンズファーム上大崎校保育園	2016	5	5	""	5	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
とうかいどう保育園	2016	0	0	""	12	40	D20	""	http://statdb.nstac.go.jp/lod/sac/C13109
とうかいどう保育園	2016	1	1	""	6	40	D9	""	http://statdb.nstac.go.jp/lod/sac/C13109
とうかいどう保育園	2016	2	2	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
とうかいどう保育園	2016	3	3	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
とうかいどう保育園	2016	4	4	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
とうかいどう保育園	2016	5	5	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
とごしの杜保育園	2016	0	0	""	12	40	D13	""	http://statdb.nstac.go.jp/lod/sac/C13109
とごしの杜保育園	2016	1	1	""	15	40	D9	""	http://statdb.nstac.go.jp/lod/sac/C13109
とごしの杜保育園	2016	2	2	""	18	40	D7	""	http://statdb.nstac.go.jp/lod/sac/C13109
とごしの杜保育園	2016	3	3	""	21	38	D11	""	http://statdb.nstac.go.jp/lod/sac/C13109
とごしの杜保育園	2016	4	4	""	21	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
とごしの杜保育園	2016	5	5	""	21	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
どんぐり保育園	2016	0	0	""	35	38	D5	""	http://statdb.nstac.go.jp/lod/sac/C13109
どんぐり保育園	2016	1	1	""	0	40	D17	""	http://statdb.nstac.go.jp/lod/sac/C13109
どんぐり保育園	2016	2	2	""	0	41	D19	""	http://statdb.nstac.go.jp/lod/sac/C13109
どんぐり保育園	2016	3	3	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
どんぐり保育園	2016	4	4	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
どんぐり保育園	2016	5	5	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
にじいろ保育園大崎保育園	2016	0	0	""	6	40	D18	""	http://statdb.nstac.go.jp/lod/sac/C13109
にじいろ保育園大崎保育園	2016	1	1	""	4	42	D21	""	http://statdb.nstac.go.jp/lod/sac/C13109
にじいろ保育園大崎保育園	2016	2	2	""	1	42	D20	""	http://statdb.nstac.go.jp/lod/sac/C13109
にじいろ保育園大崎保育園	2016	3	3	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
にじいろ保育園大崎保育園	2016	4	4	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
にじいろ保育園大崎保育園	2016	5	5	""	0	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
日本音楽学校保育園	2016	0	0	""	9	40	D20	""	http://statdb.nstac.go.jp/lod/sac/C13109
日本音楽学校保育園	2016	1	1	""	2	40	D19	""	http://statdb.nstac.go.jp/lod/sac/C13109
日本音楽学校保育園	2016	2	2	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
日本音楽学校保育園	2016	3	3	""	""	""	""	""	http://statdb.nstac.go.jp/lod/sac/C13109
日本音楽学校保育園	2016	4	4	""	""	""	""	""	http://statdb.nstac.go.jp/lod/sac/C13109
日本音楽学校保育園	2016	5	5	""	""	""	""	""	http://statdb.nstac.go.jp/lod/sac/C13109
東戸越保育園	2016	0	0	""	9	40	D15	""	http://statdb.nstac.go.jp/lod/sac/C13109
東戸越保育園	2016	1	1	""	1	40	D12	""	http://statdb.nstac.go.jp/lod/sac/C13109
東戸越保育園	2016	2	2	""	2	42	D4	""	http://statdb.nstac.go.jp/lod/sac/C13109
東戸越保育園	2016	3	3	""	2	40	D24	""	http://statdb.nstac.go.jp/lod/sac/C13109
東戸越保育園	2016	4	4	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
東戸越保育園	2016	5	5	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
ベネッセ大崎広小路保育園	2016	0	0	""	9	40	D16	""	http://statdb.nstac.go.jp/lod/sac/C13109
ベネッセ大崎広小路保育園	2016	1	1	""	4	41	D10	""	http://statdb.nstac.go.jp/lod/sac/C13109
ベネッセ大崎広小路保育園	2016	2	2	""	2	42	D25	""	http://statdb.nstac.go.jp/lod/sac/C13109
ベネッセ大崎広小路保育園	2016	3	3	""	2	40	D3	""	http://statdb.nstac.go.jp/lod/sac/C13109
ベネッセ大崎広小路保育園	2016	4	4	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
ベネッセ大崎広小路保育園	2016	5	5	""	4	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
ほっぺるランド東五反田保育園	2016	0	0	""	6	40	D11	""	http://statdb.nstac.go.jp/lod/sac/C13109
ほっぺるランド東五反田保育園	2016	1	1	""	10	40	D9	""	http://statdb.nstac.go.jp/lod/sac/C13109
ほっぺるランド東五反田保育園	2016	2	2	""	11	40	D18	""	http://statdb.nstac.go.jp/lod/sac/C13109
ほっぺるランド東五反田保育園	2016	3	3	""	11	33	D22	""	http://statdb.nstac.go.jp/lod/sac/C13109
ほっぺるランド東五反田保育園	2016	4	4	""	11	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
ほっぺるランド東五反田保育園	2016	5	5	""	11	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
ポピンズナーサリースクール勝島保育園	2016	0	0	""	6	42	D18	""	http://statdb.nstac.go.jp/lod/sac/C13109
ポピンズナーサリースクール勝島保育園	2016	1	1	""	8	42	D5	""	http://statdb.nstac.go.jp/lod/sac/C13109
ポピンズナーサリースクール勝島保育園	2016	2	2	""	10	45	C	""	http://statdb.nstac.go.jp/lod/sac/C13109
ポピンズナーサリースクール勝島保育園	2016	3	3	""	12	42	D6	""	http://statdb.nstac.go.jp/lod/sac/C13109
ポピンズナーサリースクール勝島保育園	2016	4	4	""	12	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
ポピンズナーサリースクール勝島保育園	2016	5	5	""	12	""	""	""	http://statdb.nstac.go.jp/lod/sac/C13109
ポピンズナーサリースクール西五反田保育園	2016	0	0	""	6	41	D9	""	http://statdb.nstac.go.jp/lod/sac/C13109
ポピンズナーサリースクール西五反田保育園	2016	1	1	""	4	40	D9	""	http://statdb.nstac.go.jp/lod/sac/C13109
ポピンズナーサリースクール西五反田保育園	2016	2	2	""	2	40	D10	""	http://statdb.nstac.go.jp/lod/sac/C13109
ポピンズナーサリースクール西五反田保育園	2016	3	3	""	2	39	D9	""	http://statdb.nstac.go.jp/lod/sac/C13109
ポピンズナーサリースクール西五反田保育園	2016	4	4	""	0	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
ポピンズナーサリースクール西五反田保育園	2016	5	5	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
まなびの森保育園大崎広小路保育園	2016	0	0	""	6	40	D18	""	http://statdb.nstac.go.jp/lod/sac/C13109
まなびの森保育園大崎広小路保育園	2016	1	1	""	6	41	D18	""	http://statdb.nstac.go.jp/lod/sac/C13109
まなびの森保育園大崎広小路保育園	2016	2	2	""	0	41	C	""	http://statdb.nstac.go.jp/lod/sac/C13109
まなびの森保育園大崎広小路保育園	2016	3	3	""	2	41	D18	""	http://statdb.nstac.go.jp/lod/sac/C13109
まなびの森保育園大崎広小路保育園	2016	4	4	""	0	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
まなびの森保育園大崎広小路保育園	2016	5	5	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
みずなら保育園	2016	0	0	""	12	40	D18	""	http://statdb.nstac.go.jp/lod/sac/C13109
みずなら保育園	2016	1	1	""	2	44	D18	""	http://statdb.nstac.go.jp/lod/sac/C13109
みずなら保育園	2016	2	2	""	0	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
みずなら保育園	2016	3	3	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
みずなら保育園	2016	4	4	""	0	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
みずなら保育園	2016	5	5	""	0	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
緑の家保育園	2016	0	0	""	11	40	D19	""	http://statdb.nstac.go.jp/lod/sac/C13109
緑の家保育園	2016	1	1	""	1	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
緑の家保育園	2016	2	2	""	1	41	D14	""	http://statdb.nstac.go.jp/lod/sac/C13109
緑の家保育園	2016	3	3	""	0	40	D9	""	http://statdb.nstac.go.jp/lod/sac/C13109
緑の家保育園	2016	4	4	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
緑の家保育園	2016	5	5	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
みどりの丘保育園	2016	0	0	""	9	38	D8	""	http://statdb.nstac.go.jp/lod/sac/C13109
みどりの丘保育園	2016	1	1	""	2	40	D11	""	http://statdb.nstac.go.jp/lod/sac/C13109
みどりの丘保育園	2016	2	2	""	1	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
みどりの丘保育園	2016	3	3	""	0	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
みどりの丘保育園	2016	4	4	""	0	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
みどりの丘保育園	2016	5	5	""	0	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
八潮中央保育園	2016	0	0	""	9	40	D16	""	http://statdb.nstac.go.jp/lod/sac/C13109
八潮中央保育園	2016	1	1	""	6	40	D10	""	http://statdb.nstac.go.jp/lod/sac/C13109
八潮中央保育園	2016	2	2	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
八潮中央保育園	2016	3	3	""	5	28	D15	""	http://statdb.nstac.go.jp/lod/sac/C13109
八潮中央保育園	2016	4	4	""	0	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
八潮中央保育園	2016	5	5	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
