施設名称	年度	最小年齢	最大年齢	入所可能人数	空き人数	指数	階層	備考	標準地域コード
ひがしやつやま保育園	2017	5	5	""	15	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
ひろまち保育園	2017	0	0	""	""	""	""	""	http://statdb.nstac.go.jp/lod/sac/C13109
ひろまち保育園	2017	1	1	""	48	40	D18	""	http://statdb.nstac.go.jp/lod/sac/C13109
ひろまち保育園	2017	2	2	""	6	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
ひろまち保育園	2017	3	3	""	12	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
ひろまち保育園	2017	4	4	""	3	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
ひろまち保育園	2017	5	5	""	53	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
ぷりすくーる保育園	2017	0	0	""	12	40	D11	""	http://statdb.nstac.go.jp/lod/sac/C13109
ぷりすくーる保育園	2017	1	1	""	4	43	D3	""	http://statdb.nstac.go.jp/lod/sac/C13109
ぷりすくーる保育園	2017	2	2	""	2	42	D8	""	http://statdb.nstac.go.jp/lod/sac/C13109
ぷりすくーる保育園	2017	3	3	""	""	""	""	""	http://statdb.nstac.go.jp/lod/sac/C13109
ぷりすくーる保育園	2017	4	4	""	""	""	""	""	http://statdb.nstac.go.jp/lod/sac/C13109
ぷりすくーる保育園	2017	5	5	""	""	""	""	""	http://statdb.nstac.go.jp/lod/sac/C13109
あいのもり保育園	2017	0	0	""	6	40	D5	""	http://statdb.nstac.go.jp/lod/sac/C13109
あいのもり保育園	2017	1	1	""	4	43	D12	""	http://statdb.nstac.go.jp/lod/sac/C13109
あいのもり保育園	2017	2	2	""	1	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
あいのもり保育園	2017	3	3	""	1	40	D19	""	http://statdb.nstac.go.jp/lod/sac/C13109
あいのもり保育園	2017	4	4	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
あいのもり保育園	2017	5	5	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
青物横丁えほん保育園	2017	0	0	""	6	40	D12	""	http://statdb.nstac.go.jp/lod/sac/C13109
青物横丁えほん保育園	2017	1	1	""	12	41	D13	""	http://statdb.nstac.go.jp/lod/sac/C13109
青物横丁えほん保育園	2017	2	2	""	14	34	D9	""	http://statdb.nstac.go.jp/lod/sac/C13109
青物横丁えほん保育園	2017	3	3	""	16	37	D8	""	http://statdb.nstac.go.jp/lod/sac/C13109
青物横丁えほん保育園	2017	4	4	""	16	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
青物横丁えほん保育園	2017	5	5	""	16	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
アスク南大井保育園	2017	0	0	""	6	40	D7	""	http://statdb.nstac.go.jp/lod/sac/C13109
アスク南大井保育園	2017	1	1	""	9	42	D12	""	http://statdb.nstac.go.jp/lod/sac/C13109
アスク南大井保育園	2017	2	2	""	3	41	D4	""	http://statdb.nstac.go.jp/lod/sac/C13109
アスク南大井保育園	2017	3	3	""	0	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
アスク南大井保育園	2017	4	4	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
アスク南大井保育園	2017	5	5	""	0	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
アンジェリカはまかわ保育園	2017	0	0	""	9	40	D11	""	http://statdb.nstac.go.jp/lod/sac/C13109
アンジェリカはまかわ保育園	2017	1	1	""	4	43	D18	""	http://statdb.nstac.go.jp/lod/sac/C13109
アンジェリカはまかわ保育園	2017	2	2	""	2	45	D15	""	http://statdb.nstac.go.jp/lod/sac/C13109
アンジェリカはまかわ保育園	2017	3	3	""	2	42	D7	""	http://statdb.nstac.go.jp/lod/sac/C13109
アンジェリカはまかわ保育園	2017	4	4	""	1	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
アンジェリカはまかわ保育園	2017	5	5	""	0	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
アンジェリカ東品川保育園	2017	0	0	""	9	40	D10	""	http://statdb.nstac.go.jp/lod/sac/C13109
アンジェリカ東品川保育園	2017	1	1	""	4	43	D11	""	http://statdb.nstac.go.jp/lod/sac/C13109
アンジェリカ東品川保育園	2017	2	2	""	2	42	D12	""	http://statdb.nstac.go.jp/lod/sac/C13109
アンジェリカ東品川保育園	2017	3	3	""	2	43	D10	""	http://statdb.nstac.go.jp/lod/sac/C13109
アンジェリカ東品川保育園	2017	4	4	""	1	36	C	""	http://statdb.nstac.go.jp/lod/sac/C13109
アンジェリカ東品川保育園	2017	5	5	""	0	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
石井保育園	2017	0	0	""	13	40	D9	""	http://statdb.nstac.go.jp/lod/sac/C13109
石井保育園	2017	1	1	""	1	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
石井保育園	2017	2	2	""	1	43	D9	""	http://statdb.nstac.go.jp/lod/sac/C13109
石井保育園	2017	3	3	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
石井保育園	2017	4	4	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
石井保育園	2017	5	5	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
ウィズブック保育園武蔵小山保育園	2017	0	0	""	""	""	""	""	http://statdb.nstac.go.jp/lod/sac/C13109
ウィズブック保育園武蔵小山保育園	2017	1	1	""	12	43	D21	""	http://statdb.nstac.go.jp/lod/sac/C13109
ウィズブック保育園武蔵小山保育園	2017	2	2	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
ウィズブック保育園武蔵小山保育園	2017	3	3	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
ウィズブック保育園武蔵小山保育園	2017	4	4	""	0	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
ウィズブック保育園武蔵小山保育園	2017	5	5	""	0	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
えがおの森保育園かつしま保育園	2017	0	0	""	""	""	""	""	http://statdb.nstac.go.jp/lod/sac/C13109
えがおの森保育園かつしま保育園	2017	1	1	""	10	41	D10	""	http://statdb.nstac.go.jp/lod/sac/C13109
えがおの森保育園かつしま保育園	2017	2	2	""	12	40	D9	""	http://statdb.nstac.go.jp/lod/sac/C13109
えがおの森保育園かつしま保育園	2017	3	3	""	17	35	D7	""	http://statdb.nstac.go.jp/lod/sac/C13109
えがおの森保育園かつしま保育園	2017	4	4	""	17	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
えがおの森保育園かつしま保育園	2017	5	5	""	17	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
大井町のぞみ保育園	2017	0	0	""	9	40	D13	""	http://statdb.nstac.go.jp/lod/sac/C13109
大井町のぞみ保育園	2017	1	1	""	1	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
大井町のぞみ保育園	2017	2	2	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
大井町のぞみ保育園	2017	3	3	""	0	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
大井町のぞみ保育園	2017	4	4	""	0	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
大井町のぞみ保育園	2017	5	5	""	3	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
大崎ひまわり保育園	2017	0	0	""	6	40	D9	""	http://statdb.nstac.go.jp/lod/sac/C13109
大崎ひまわり保育園	2017	1	1	""	4	43	D20	""	http://statdb.nstac.go.jp/lod/sac/C13109
大崎ひまわり保育園	2017	2	2	""	2	42	D18	""	http://statdb.nstac.go.jp/lod/sac/C13109
大崎ひまわり保育園	2017	3	3	""	2	40	D3	""	http://statdb.nstac.go.jp/lod/sac/C13109
大崎ひまわり保育園	2017	4	4	""	0	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
大崎ひまわり保育園	2017	5	5	""	0	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
大空と大地のなーさりぃ大森駅前園保育園	2017	0	0	""	9	40	D17	""	http://statdb.nstac.go.jp/lod/sac/C13109
大空と大地のなーさりぃ大森駅前園保育園	2017	1	1	""	2	43	D22	""	http://statdb.nstac.go.jp/lod/sac/C13109
大空と大地のなーさりぃ大森駅前園保育園	2017	2	2	""	1	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
大空と大地のなーさりぃ大森駅前園保育園	2017	3	3	""	4	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
大空と大地のなーさりぃ大森駅前園保育園	2017	4	4	""	0	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
大空と大地のなーさりぃ大森駅前園保育園	2017	5	5	""	1	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
大空と大地のなーさりぃ東五反田園保育園	2017	0	0	""	12	40	D14	""	http://statdb.nstac.go.jp/lod/sac/C13109
大空と大地のなーさりぃ東五反田園保育園	2017	1	1	""	15	40	D10	""	http://statdb.nstac.go.jp/lod/sac/C13109
大空と大地のなーさりぃ東五反田園保育園	2017	2	2	""	18	35	D8	""	http://statdb.nstac.go.jp/lod/sac/C13109
大空と大地のなーさりぃ東五反田園保育園	2017	3	3	""	21	32	D10	""	http://statdb.nstac.go.jp/lod/sac/C13109
大空と大地のなーさりぃ東五反田園保育園	2017	4	4	""	21	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
大空と大地のなーさりぃ東五反田園保育園	2017	5	5	""	21	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
学研こども園保育園	2017	0	0	""	4	43	D21	""	http://statdb.nstac.go.jp/lod/sac/C13109
学研こども園保育園	2017	1	1	""	6	41	D9	""	http://statdb.nstac.go.jp/lod/sac/C13109
学研こども園保育園	2017	2	2	""	2	43	D8	""	http://statdb.nstac.go.jp/lod/sac/C13109
学研こども園保育園	2017	3	3	""	0	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
学研こども園保育園	2017	4	4	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
学研こども園保育園	2017	5	5	""	0	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
きたしながわさくらさく保育園	2017	0	0	""	""	""	""	""	http://statdb.nstac.go.jp/lod/sac/C13109
きたしながわさくらさく保育園	2017	1	1	""	12	40	D16	""	http://statdb.nstac.go.jp/lod/sac/C13109
きたしながわさくらさく保育園	2017	2	2	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
きたしながわさくらさく保育園	2017	3	3	""	1	33	D18	""	http://statdb.nstac.go.jp/lod/sac/C13109
きたしながわさくらさく保育園	2017	4	4	""	1	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
きたしながわさくらさく保育園	2017	5	5	""	13	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
キッズガーデン北品川保育園	2017	0	0	""	12	40	D18	""	http://statdb.nstac.go.jp/lod/sac/C13109
キッズガーデン北品川保育園	2017	1	1	""	15	40	D9	""	http://statdb.nstac.go.jp/lod/sac/C13109
キッズガーデン北品川保育園	2017	2	2	""	15	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
キッズガーデン北品川保育園	2017	3	3	""	16	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
キッズガーデン北品川保育園	2017	4	4	""	16	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
キッズガーデン北品川保育園	2017	5	5	""	16	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
キッズガーデン品川上大崎保育園	2017	0	0	""	15	40	D15	""	http://statdb.nstac.go.jp/lod/sac/C13109
キッズガーデン品川上大崎保育園	2017	1	1	""	3	43	D18	""	http://statdb.nstac.go.jp/lod/sac/C13109
キッズガーデン品川上大崎保育園	2017	2	2	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
キッズガーデン品川上大崎保育園	2017	3	3	""	1	42	D17	""	http://statdb.nstac.go.jp/lod/sac/C13109
キッズガーデン品川上大崎保育園	2017	4	4	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
キッズガーデン品川上大崎保育園	2017	5	5	""	3	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
キッズガーデン南大井保育園	2017	0	0	""	9	40	D15	""	http://statdb.nstac.go.jp/lod/sac/C13109
キッズガーデン南大井保育園	2017	1	1	""	15	40	D12	""	http://statdb.nstac.go.jp/lod/sac/C13109
キッズガーデン南大井保育園	2017	2	2	""	15	26	D16	""	http://statdb.nstac.go.jp/lod/sac/C13109
キッズガーデン南大井保育園	2017	3	3	""	17	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
キッズガーデン南大井保育園	2017	4	4	""	17	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
キッズガーデン南大井保育園	2017	5	5	""	17	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
キッズタウンにしおおい保育園	2017	0	0	""	12	40	D12	""	http://statdb.nstac.go.jp/lod/sac/C13109
キッズタウンにしおおい保育園	2017	1	1	""	1	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
キッズタウンにしおおい保育園	2017	2	2	""	10	41	D7	""	http://statdb.nstac.go.jp/lod/sac/C13109
キッズタウンにしおおい保育園	2017	3	3	""	1	46	D7	""	http://statdb.nstac.go.jp/lod/sac/C13109
キッズタウンにしおおい保育園	2017	4	4	""	0	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
キッズタウンにしおおい保育園	2017	5	5	""	0	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
くりのき保育園	2017	0	0	""	6	41	D14	""	http://statdb.nstac.go.jp/lod/sac/C13109
くりのき保育園	2017	1	1	""	8	43	D14	""	http://statdb.nstac.go.jp/lod/sac/C13109
くりのき保育園	2017	2	2	""	2	42	D24	""	http://statdb.nstac.go.jp/lod/sac/C13109
くりのき保育園	2017	3	3	""	2	41	C	""	http://statdb.nstac.go.jp/lod/sac/C13109
くりのき保育園	2017	4	4	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
くりのき保育園	2017	5	5	""	0	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
グローバルキッズ荏原町保育園	2017	0	0	""	9	42	D12	""	http://statdb.nstac.go.jp/lod/sac/C13109
グローバルキッズ荏原町保育園	2017	1	1	""	5	42	D18	""	http://statdb.nstac.go.jp/lod/sac/C13109
グローバルキッズ荏原町保育園	2017	2	2	""	2	42	D11	""	http://statdb.nstac.go.jp/lod/sac/C13109
グローバルキッズ荏原町保育園	2017	3	3	""	1	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
グローバルキッズ荏原町保育園	2017	4	4	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
グローバルキッズ荏原町保育園	2017	5	5	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
グローバルキッズ大崎園保育園	2017	0	0	""	6	42	D23	""	http://statdb.nstac.go.jp/lod/sac/C13109
グローバルキッズ大崎園保育園	2017	1	1	""	4	42	D17	""	http://statdb.nstac.go.jp/lod/sac/C13109
グローバルキッズ大崎園保育園	2017	2	2	""	1	42	D4	""	http://statdb.nstac.go.jp/lod/sac/C13109
グローバルキッズ大崎園保育園	2017	3	3	""	0	41	D9	""	http://statdb.nstac.go.jp/lod/sac/C13109
グローバルキッズ大崎園保育園	2017	4	4	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
グローバルキッズ大崎園保育園	2017	5	5	""	0	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
グローバルキッズ戸越園保育園	2017	0	0	""	6	40	D12	""	http://statdb.nstac.go.jp/lod/sac/C13109
グローバルキッズ戸越園保育園	2017	1	1	""	4	43	D21	""	http://statdb.nstac.go.jp/lod/sac/C13109
グローバルキッズ戸越園保育園	2017	2	2	""	1	41	D17	""	http://statdb.nstac.go.jp/lod/sac/C13109
グローバルキッズ戸越園保育園	2017	3	3	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
グローバルキッズ戸越園保育園	2017	4	4	""	0	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
グローバルキッズ戸越園保育園	2017	5	5	""	0	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
グローバルキッズ中延園保育園	2017	0	0	""	6	40	D6	""	http://statdb.nstac.go.jp/lod/sac/C13109
グローバルキッズ中延園保育園	2017	1	1	""	4	41	D20	""	http://statdb.nstac.go.jp/lod/sac/C13109
グローバルキッズ中延園保育園	2017	2	2	""	1	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
グローバルキッズ中延園保育園	2017	3	3	""	0	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
グローバルキッズ中延園保育園	2017	4	4	""	0	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
グローバルキッズ中延園保育園	2017	5	5	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
グローバルキッズ西大井園保育園	2017	0	0	""	6	40	D14	""	http://statdb.nstac.go.jp/lod/sac/C13109
グローバルキッズ西大井園保育園	2017	1	1	""	8	40	D7	""	http://statdb.nstac.go.jp/lod/sac/C13109
グローバルキッズ西大井園保育園	2017	2	2	""	1	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
グローバルキッズ西大井園保育園	2017	3	3	""	2	35	D11	""	http://statdb.nstac.go.jp/lod/sac/C13109
グローバルキッズ西大井園保育園	2017	4	4	""	0	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
グローバルキッズ西大井園保育園	2017	5	5	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
ココファンナーサリー大崎保育園	2017	0	0	""	9	41	D14	""	http://statdb.nstac.go.jp/lod/sac/C13109
ココファンナーサリー大崎保育園	2017	1	1	""	3	45	D24	""	http://statdb.nstac.go.jp/lod/sac/C13109
ココファンナーサリー大崎保育園	2017	2	2	""	3	42	D14	""	http://statdb.nstac.go.jp/lod/sac/C13109
ココファンナーサリー大崎保育園	2017	3	3	""	3	39	D23	""	http://statdb.nstac.go.jp/lod/sac/C13109
ココファンナーサリー大崎保育園	2017	4	4	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
ココファンナーサリー大崎保育園	2017	5	5	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
このえ中延保育園	2017	0	0	""	6	40	D12	""	http://statdb.nstac.go.jp/lod/sac/C13109
このえ中延保育園	2017	1	1	""	10	41	D5	""	http://statdb.nstac.go.jp/lod/sac/C13109
このえ中延保育園	2017	2	2	""	12	40	D9	""	http://statdb.nstac.go.jp/lod/sac/C13109
このえ中延保育園	2017	3	3	""	14	40	D20	""	http://statdb.nstac.go.jp/lod/sac/C13109
このえ中延保育園	2017	4	4	""	14	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
このえ中延保育園	2017	5	5	""	14	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
太陽の子南品川保育園	2017	0	0	""	6	40	D11	""	http://statdb.nstac.go.jp/lod/sac/C13109
太陽の子南品川保育園	2017	1	1	""	6	40	D9	""	http://statdb.nstac.go.jp/lod/sac/C13109
太陽の子南品川保育園	2017	2	2	""	0	25	D5	""	http://statdb.nstac.go.jp/lod/sac/C13109
太陽の子南品川保育園	2017	3	3	""	4	33	D5	""	http://statdb.nstac.go.jp/lod/sac/C13109
太陽の子南品川保育園	2017	4	4	""	1	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
太陽の子南品川保育園	2017	5	5	""	3	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
宝保育園	2017	0	0	""	9	41	D18	""	http://statdb.nstac.go.jp/lod/sac/C13109
宝保育園	2017	1	1	""	4	43	D10	""	http://statdb.nstac.go.jp/lod/sac/C13109
宝保育園	2017	2	2	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
宝保育園	2017	3	3	""	2	41	D18	""	http://statdb.nstac.go.jp/lod/sac/C13109
宝保育園	2017	4	4	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
宝保育園	2017	5	5	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
ＴＫチルドレンズファーム上大崎校保育園	2017	0	0	""	""	""	""	""	http://statdb.nstac.go.jp/lod/sac/C13109
ＴＫチルドレンズファーム上大崎校保育園	2017	1	1	""	10	40	D14	""	http://statdb.nstac.go.jp/lod/sac/C13109
ＴＫチルドレンズファーム上大崎校保育園	2017	2	2	""	1	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
ＴＫチルドレンズファーム上大崎校保育園	2017	3	3	""	2	42	D11	""	http://statdb.nstac.go.jp/lod/sac/C13109
ＴＫチルドレンズファーム上大崎校保育園	2017	4	4	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
ＴＫチルドレンズファーム上大崎校保育園	2017	5	5	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
とうかいどう保育園	2017	0	0	""	12	40	D21	""	http://statdb.nstac.go.jp/lod/sac/C13109
とうかいどう保育園	2017	1	1	""	6	42	D10	""	http://statdb.nstac.go.jp/lod/sac/C13109
とうかいどう保育園	2017	2	2	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
とうかいどう保育園	2017	3	3	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
とうかいどう保育園	2017	4	4	""	1	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
とうかいどう保育園	2017	5	5	""	2	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
とごしの杜保育園	2017	0	0	""	12	40	D11	""	http://statdb.nstac.go.jp/lod/sac/C13109
とごしの杜保育園	2017	1	1	""	3	42	D18	""	http://statdb.nstac.go.jp/lod/sac/C13109
とごしの杜保育園	2017	2	2	""	3	41	C	""	http://statdb.nstac.go.jp/lod/sac/C13109
とごしの杜保育園	2017	3	3	""	3	42	D6	""	http://statdb.nstac.go.jp/lod/sac/C13109
とごしの杜保育園	2017	4	4	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
とごしの杜保育園	2017	5	5	""	14	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
どんぐり保育園	2017	0	0	""	36	38	D12	""	http://statdb.nstac.go.jp/lod/sac/C13109
どんぐり保育園	2017	1	1	""	0	43	C	""	http://statdb.nstac.go.jp/lod/sac/C13109
どんぐり保育園	2017	2	2	""	0	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
どんぐり保育園	2017	3	3	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
どんぐり保育園	2017	4	4	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
どんぐり保育園	2017	5	5	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
にじいろ保育園大崎保育園	2017	0	0	""	6	40	D14	""	http://statdb.nstac.go.jp/lod/sac/C13109
にじいろ保育園大崎保育園	2017	1	1	""	4	42	D14	""	http://statdb.nstac.go.jp/lod/sac/C13109
にじいろ保育園大崎保育園	2017	2	2	""	1	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
にじいろ保育園大崎保育園	2017	3	3	""	0	38	D23	""	http://statdb.nstac.go.jp/lod/sac/C13109
にじいろ保育園大崎保育園	2017	4	4	""	0	""	""	""	http://statdb.nstac.go.jp/lod/sac/C13109
にじいろ保育園大崎保育園	2017	5	5	""	0	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
西大井えほん保育園	2017	0	0	""	6	40	D15	""	http://statdb.nstac.go.jp/lod/sac/C13109
西大井えほん保育園	2017	1	1	""	12	40	D12	""	http://statdb.nstac.go.jp/lod/sac/C13109
西大井えほん保育園	2017	2	2	""	14	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
西大井えほん保育園	2017	3	3	""	16	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
西大井えほん保育園	2017	4	4	""	16	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
西大井えほん保育園	2017	5	5	""	16	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
日本音楽学校保育園	2017	0	0	""	9	40	D18	""	http://statdb.nstac.go.jp/lod/sac/C13109
日本音楽学校保育園	2017	1	1	""	2	40	D9	""	http://statdb.nstac.go.jp/lod/sac/C13109
日本音楽学校保育園	2017	2	2	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
日本音楽学校保育園	2017	3	3	""	""	""	""	""	http://statdb.nstac.go.jp/lod/sac/C13109
日本音楽学校保育園	2017	4	4	""	""	""	""	""	http://statdb.nstac.go.jp/lod/sac/C13109
日本音楽学校保育園	2017	5	5	""	""	""	""	""	http://statdb.nstac.go.jp/lod/sac/C13109
ひがしおおいさくらさく保育園	2017	0	0	""	6	40	D10	""	http://statdb.nstac.go.jp/lod/sac/C13109
ひがしおおいさくらさく保育園	2017	1	1	""	10	40	D8	""	http://statdb.nstac.go.jp/lod/sac/C13109
ひがしおおいさくらさく保育園	2017	2	2	""	12	35	C	""	http://statdb.nstac.go.jp/lod/sac/C13109
ひがしおおいさくらさく保育園	2017	3	3	""	12	40	D14	""	http://statdb.nstac.go.jp/lod/sac/C13109
ひがしおおいさくらさく保育園	2017	4	4	""	12	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
ひがしおおいさくらさく保育園	2017	5	5	""	12	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
東戸越保育園	2017	0	0	""	9	40	D12	""	http://statdb.nstac.go.jp/lod/sac/C13109
東戸越保育園	2017	1	1	""	1	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
東戸越保育園	2017	2	2	""	2	42	D3	""	http://statdb.nstac.go.jp/lod/sac/C13109
東戸越保育園	2017	3	3	""	2	39	C	""	http://statdb.nstac.go.jp/lod/sac/C13109
東戸越保育園	2017	4	4	""	0	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
東戸越保育園	2017	5	5	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
ﾍﾞﾈｯｾ大崎広小路保育園	2017	0	0	""	9	40	D13	""	http://statdb.nstac.go.jp/lod/sac/C13109
ﾍﾞﾈｯｾ大崎広小路保育園	2017	1	1	""	4	43	D23	""	http://statdb.nstac.go.jp/lod/sac/C13109
ﾍﾞﾈｯｾ大崎広小路保育園	2017	2	2	""	2	42	D18	""	http://statdb.nstac.go.jp/lod/sac/C13109
ﾍﾞﾈｯｾ大崎広小路保育園	2017	3	3	""	2	41	D13	""	http://statdb.nstac.go.jp/lod/sac/C13109
ﾍﾞﾈｯｾ大崎広小路保育園	2017	4	4	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
ﾍﾞﾈｯｾ大崎広小路保育園	2017	5	5	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
ほっぺるﾗﾝﾄﾞ東五反田保育園	2017	0	0	""	6	40	D10	""	http://statdb.nstac.go.jp/lod/sac/C13109
